,center,left,right,steering,throttle,reverse,speed
14,center_2021_04_25_11_32_46_625.jpg,left_2021_04_25_11_32_46_625.jpg,right_2021_04_25_11_32_46_625.jpg,0.0,1.0,0.0,3.4924980000000003
15,center_2021_04_25_11_32_46_695.jpg,left_2021_04_25_11_32_46_695.jpg,right_2021_04_25_11_32_46_695.jpg,0.0,1.0,0.0,4.432523000000001
16,center_2021_04_25_11_32_46_768.jpg,left_2021_04_25_11_32_46_768.jpg,right_2021_04_25_11_32_46_768.jpg,0.0,1.0,0.0,5.130719
17,center_2021_04_25_11_32_46_840.jpg,left_2021_04_25_11_32_46_840.jpg,right_2021_04_25_11_32_46_840.jpg,0.0,1.0,0.0,6.055448999999999
18,center_2021_04_25_11_32_46_911.jpg,left_2021_04_25_11_32_46_911.jpg,right_2021_04_25_11_32_46_911.jpg,0.0,1.0,0.0,6.7442839999999995
19,center_2021_04_25_11_32_46_984.jpg,left_2021_04_25_11_32_46_984.jpg,right_2021_04_25_11_32_46_984.jpg,-0.2,1.0,0.0,7.64744
20,center_2021_04_25_11_32_47_056.jpg,left_2021_04_25_11_32_47_056.jpg,right_2021_04_25_11_32_47_056.jpg,-0.4,1.0,0.0,8.520643
21,center_2021_04_25_11_32_47_127.jpg,left_2021_04_25_11_32_47_127.jpg,right_2021_04_25_11_32_47_127.jpg,0.0,1.0,0.0,9.179484
22,center_2021_04_25_11_32_47_199.jpg,left_2021_04_25_11_32_47_199.jpg,right_2021_04_25_11_32_47_199.jpg,0.0,1.0,0.0,10.07038
23,center_2021_04_25_11_32_47_270.jpg,left_2021_04_25_11_32_47_270.jpg,right_2021_04_25_11_32_47_270.jpg,0.0,1.0,0.0,10.73546
24,center_2021_04_25_11_32_47_339.jpg,left_2021_04_25_11_32_47_339.jpg,right_2021_04_25_11_32_47_339.jpg,0.0,1.0,0.0,11.7147
25,center_2021_04_25_11_32_47_408.jpg,left_2021_04_25_11_32_47_408.jpg,right_2021_04_25_11_32_47_408.jpg,0.0,1.0,0.0,12.02314
26,center_2021_04_25_11_32_47_489.jpg,left_2021_04_25_11_32_47_489.jpg,right_2021_04_25_11_32_47_489.jpg,-0.2,1.0,0.0,13.152370000000001
27,center_2021_04_25_11_32_47_559.jpg,left_2021_04_25_11_32_47_559.jpg,right_2021_04_25_11_32_47_559.jpg,-0.35,1.0,0.0,13.818810000000001
28,center_2021_04_25_11_32_47_618.jpg,left_2021_04_25_11_32_47_618.jpg,right_2021_04_25_11_32_47_618.jpg,0.0,1.0,0.0,14.687570000000001
29,center_2021_04_25_11_32_47_699.jpg,left_2021_04_25_11_32_47_699.jpg,right_2021_04_25_11_32_47_699.jpg,0.0,1.0,0.0,15.099839999999999
30,center_2021_04_25_11_32_47_757.jpg,left_2021_04_25_11_32_47_757.jpg,right_2021_04_25_11_32_47_757.jpg,-0.2,1.0,0.0,15.945839999999999
31,center_2021_04_25_11_32_47_829.jpg,left_2021_04_25_11_32_47_829.jpg,right_2021_04_25_11_32_47_829.jpg,-0.35,1.0,0.0,16.73755
32,center_2021_04_25_11_32_47_903.jpg,left_2021_04_25_11_32_47_903.jpg,right_2021_04_25_11_32_47_903.jpg,-0.5500001,1.0,0.0,17.46527
33,center_2021_04_25_11_32_47_974.jpg,left_2021_04_25_11_32_47_974.jpg,right_2021_04_25_11_32_47_974.jpg,-0.7,1.0,0.0,17.81496
34,center_2021_04_25_11_32_48_044.jpg,left_2021_04_25_11_32_48_044.jpg,right_2021_04_25_11_32_48_044.jpg,-0.9000002,1.0,0.0,18.45815
35,center_2021_04_25_11_32_48_116.jpg,left_2021_04_25_11_32_48_116.jpg,right_2021_04_25_11_32_48_116.jpg,0.0,1.0,0.0,19.228579999999997
36,center_2021_04_25_11_32_48_190.jpg,left_2021_04_25_11_32_48_190.jpg,right_2021_04_25_11_32_48_190.jpg,0.0,1.0,0.0,19.819589999999998
37,center_2021_04_25_11_32_48_260.jpg,left_2021_04_25_11_32_48_260.jpg,right_2021_04_25_11_32_48_260.jpg,-0.2,1.0,0.0,20.62433
38,center_2021_04_25_11_32_48_328.jpg,left_2021_04_25_11_32_48_328.jpg,right_2021_04_25_11_32_48_328.jpg,-0.35,1.0,0.0,21.188489999999998
39,center_2021_04_25_11_32_48_399.jpg,left_2021_04_25_11_32_48_399.jpg,right_2021_04_25_11_32_48_399.jpg,-0.5500001,1.0,0.0,21.882170000000002
40,center_2021_04_25_11_32_48_472.jpg,left_2021_04_25_11_32_48_472.jpg,right_2021_04_25_11_32_48_472.jpg,0.0,1.0,0.0,22.45105
41,center_2021_04_25_11_32_48_542.jpg,left_2021_04_25_11_32_48_542.jpg,right_2021_04_25_11_32_48_542.jpg,0.0,1.0,0.0,23.22465
42,center_2021_04_25_11_32_48_617.jpg,left_2021_04_25_11_32_48_617.jpg,right_2021_04_25_11_32_48_617.jpg,0.0,1.0,0.0,24.00066
43,center_2021_04_25_11_32_48_684.jpg,left_2021_04_25_11_32_48_684.jpg,right_2021_04_25_11_32_48_684.jpg,0.0,1.0,0.0,24.57903
44,center_2021_04_25_11_32_48_756.jpg,left_2021_04_25_11_32_48_756.jpg,right_2021_04_25_11_32_48_756.jpg,0.0,1.0,0.0,25.34918
45,center_2021_04_25_11_32_48_829.jpg,left_2021_04_25_11_32_48_829.jpg,right_2021_04_25_11_32_48_829.jpg,0.0,1.0,0.0,25.92202
46,center_2021_04_25_11_32_48_898.jpg,left_2021_04_25_11_32_48_898.jpg,right_2021_04_25_11_32_48_898.jpg,-0.2,1.0,0.0,26.663970000000003
47,center_2021_04_25_11_32_48_973.jpg,left_2021_04_25_11_32_48_973.jpg,right_2021_04_25_11_32_48_973.jpg,0.0,1.0,0.0,27.226709999999997
48,center_2021_04_25_11_32_49_048.jpg,left_2021_04_25_11_32_49_048.jpg,right_2021_04_25_11_32_49_048.jpg,0.0,1.0,0.0,27.974870000000003
49,center_2021_04_25_11_32_49_186.jpg,left_2021_04_25_11_32_49_186.jpg,right_2021_04_25_11_32_49_186.jpg,-0.2,1.0,0.0,29.25286
50,center_2021_04_25_11_32_49_255.jpg,left_2021_04_25_11_32_49_255.jpg,right_2021_04_25_11_32_49_255.jpg,-0.4,1.0,0.0,29.896
51,center_2021_04_25_11_32_49_326.jpg,left_2021_04_25_11_32_49_326.jpg,right_2021_04_25_11_32_49_326.jpg,-0.5500001,1.0,0.0,30.14081
52,center_2021_04_25_11_32_49_399.jpg,left_2021_04_25_11_32_49_399.jpg,right_2021_04_25_11_32_49_399.jpg,-0.7500001999999999,1.0,0.0,30.114890000000003
53,center_2021_04_25_11_32_49_466.jpg,left_2021_04_25_11_32_49_466.jpg,right_2021_04_25_11_32_49_466.jpg,0.0,1.0,0.0,30.175209999999996
54,center_2021_04_25_11_32_49_534.jpg,left_2021_04_25_11_32_49_534.jpg,right_2021_04_25_11_32_49_534.jpg,0.0,1.0,0.0,30.18623
55,center_2021_04_25_11_32_49_619.jpg,left_2021_04_25_11_32_49_619.jpg,right_2021_04_25_11_32_49_619.jpg,0.0,1.0,0.0,30.189890000000002
56,center_2021_04_25_11_32_49_751.jpg,left_2021_04_25_11_32_49_751.jpg,right_2021_04_25_11_32_49_751.jpg,-0.3,1.0,0.0,30.173090000000002
57,center_2021_04_25_11_32_49_820.jpg,left_2021_04_25_11_32_49_820.jpg,right_2021_04_25_11_32_49_820.jpg,0.0,1.0,0.0,30.189770000000003
58,center_2021_04_25_11_32_49_890.jpg,left_2021_04_25_11_32_49_890.jpg,right_2021_04_25_11_32_49_890.jpg,0.0,1.0,0.0,30.19015
59,center_2021_04_25_11_32_49_958.jpg,left_2021_04_25_11_32_49_958.jpg,right_2021_04_25_11_32_49_958.jpg,0.0,1.0,0.0,30.190659999999998
60,center_2021_04_25_11_32_50_056.jpg,left_2021_04_25_11_32_50_056.jpg,right_2021_04_25_11_32_50_056.jpg,0.0,1.0,0.0,30.190309999999997
61,center_2021_04_25_11_32_50_170.jpg,left_2021_04_25_11_32_50_170.jpg,right_2021_04_25_11_32_50_170.jpg,0.0,1.0,0.0,30.19039
62,center_2021_04_25_11_32_50_244.jpg,left_2021_04_25_11_32_50_244.jpg,right_2021_04_25_11_32_50_244.jpg,0.0,1.0,0.0,30.19036
63,center_2021_04_25_11_32_50_379.jpg,left_2021_04_25_11_32_50_379.jpg,right_2021_04_25_11_32_50_379.jpg,0.0,1.0,0.0,30.19032
64,center_2021_04_25_11_32_50_458.jpg,left_2021_04_25_11_32_50_458.jpg,right_2021_04_25_11_32_50_458.jpg,-0.2,1.0,0.0,30.17975
65,center_2021_04_25_11_32_50_525.jpg,left_2021_04_25_11_32_50_525.jpg,right_2021_04_25_11_32_50_525.jpg,-0.35,1.0,0.0,30.1634
66,center_2021_04_25_11_32_50_595.jpg,left_2021_04_25_11_32_50_595.jpg,right_2021_04_25_11_32_50_595.jpg,-0.5000001000000001,1.0,0.0,30.145290000000003
67,center_2021_04_25_11_32_50_662.jpg,left_2021_04_25_11_32_50_662.jpg,right_2021_04_25_11_32_50_662.jpg,-0.7,1.0,0.0,30.12098
68,center_2021_04_25_11_32_50_736.jpg,left_2021_04_25_11_32_50_736.jpg,right_2021_04_25_11_32_50_736.jpg,0.0,1.0,0.0,30.1822
69,center_2021_04_25_11_32_50_808.jpg,left_2021_04_25_11_32_50_808.jpg,right_2021_04_25_11_32_50_808.jpg,0.0,1.0,0.0,30.18807
70,center_2021_04_25_11_32_50_880.jpg,left_2021_04_25_11_32_50_880.jpg,right_2021_04_25_11_32_50_880.jpg,0.0,1.0,0.0,30.18995
71,center_2021_04_25_11_32_50_950.jpg,left_2021_04_25_11_32_50_950.jpg,right_2021_04_25_11_32_50_950.jpg,0.0,1.0,0.0,30.19081
72,center_2021_04_25_11_32_51_019.jpg,left_2021_04_25_11_32_51_019.jpg,right_2021_04_25_11_32_51_019.jpg,-0.2,1.0,0.0,30.18195
73,center_2021_04_25_11_32_51_088.jpg,left_2021_04_25_11_32_51_088.jpg,right_2021_04_25_11_32_51_088.jpg,-0.35,1.0,0.0,30.165370000000003
74,center_2021_04_25_11_32_51_160.jpg,left_2021_04_25_11_32_51_160.jpg,right_2021_04_25_11_32_51_160.jpg,0.0,1.0,0.0,30.18955
75,center_2021_04_25_11_32_51_232.jpg,left_2021_04_25_11_32_51_232.jpg,right_2021_04_25_11_32_51_232.jpg,0.0,1.0,0.0,30.190070000000002
76,center_2021_04_25_11_32_51_305.jpg,left_2021_04_25_11_32_51_305.jpg,right_2021_04_25_11_32_51_305.jpg,0.0,1.0,0.0,30.19025
77,center_2021_04_25_11_32_51_381.jpg,left_2021_04_25_11_32_51_381.jpg,right_2021_04_25_11_32_51_381.jpg,0.0,1.0,0.0,30.190279999999998
78,center_2021_04_25_11_32_51_452.jpg,left_2021_04_25_11_32_51_452.jpg,right_2021_04_25_11_32_51_452.jpg,0.0,1.0,0.0,30.1903
79,center_2021_04_25_11_32_51_524.jpg,left_2021_04_25_11_32_51_524.jpg,right_2021_04_25_11_32_51_524.jpg,0.0,1.0,0.0,30.19029
80,center_2021_04_25_11_32_51_594.jpg,left_2021_04_25_11_32_51_594.jpg,right_2021_04_25_11_32_51_594.jpg,0.0,1.0,0.0,30.189429999999998
81,center_2021_04_25_11_32_51_667.jpg,left_2021_04_25_11_32_51_667.jpg,right_2021_04_25_11_32_51_667.jpg,0.0,1.0,0.0,30.19032
82,center_2021_04_25_11_32_51_740.jpg,left_2021_04_25_11_32_51_740.jpg,right_2021_04_25_11_32_51_740.jpg,0.0,1.0,0.0,30.19029
83,center_2021_04_25_11_32_51_812.jpg,left_2021_04_25_11_32_51_812.jpg,right_2021_04_25_11_32_51_812.jpg,0.0,1.0,0.0,30.189729999999997
84,center_2021_04_25_11_32_51_882.jpg,left_2021_04_25_11_32_51_882.jpg,right_2021_04_25_11_32_51_882.jpg,0.0,1.0,0.0,30.19032
85,center_2021_04_25_11_32_51_958.jpg,left_2021_04_25_11_32_51_958.jpg,right_2021_04_25_11_32_51_958.jpg,-0.2,1.0,0.0,30.1798
86,center_2021_04_25_11_32_52_031.jpg,left_2021_04_25_11_32_52_031.jpg,right_2021_04_25_11_32_52_031.jpg,0.0,1.0,0.0,30.18972
87,center_2021_04_25_11_32_52_106.jpg,left_2021_04_25_11_32_52_106.jpg,right_2021_04_25_11_32_52_106.jpg,0.0,1.0,0.0,30.1902
88,center_2021_04_25_11_32_52_177.jpg,left_2021_04_25_11_32_52_177.jpg,right_2021_04_25_11_32_52_177.jpg,0.0,1.0,0.0,30.190279999999998
89,center_2021_04_25_11_32_52_252.jpg,left_2021_04_25_11_32_52_252.jpg,right_2021_04_25_11_32_52_252.jpg,0.0,1.0,0.0,30.1903
90,center_2021_04_25_11_32_52_326.jpg,left_2021_04_25_11_32_52_326.jpg,right_2021_04_25_11_32_52_326.jpg,0.0,1.0,0.0,30.190309999999997
91,center_2021_04_25_11_32_52_407.jpg,left_2021_04_25_11_32_52_407.jpg,right_2021_04_25_11_32_52_407.jpg,0.0,1.0,0.0,30.1903
92,center_2021_04_25_11_32_52_487.jpg,left_2021_04_25_11_32_52_487.jpg,right_2021_04_25_11_32_52_487.jpg,-0.2,1.0,0.0,30.179909999999996
93,center_2021_04_25_11_32_52_562.jpg,left_2021_04_25_11_32_52_562.jpg,right_2021_04_25_11_32_52_562.jpg,-0.4,1.0,0.0,30.157629999999997
94,center_2021_04_25_11_32_52_634.jpg,left_2021_04_25_11_32_52_634.jpg,right_2021_04_25_11_32_52_634.jpg,-0.5500001,1.0,0.0,30.13934
95,center_2021_04_25_11_32_52_709.jpg,left_2021_04_25_11_32_52_709.jpg,right_2021_04_25_11_32_52_709.jpg,0.0,1.0,0.0,30.18644
96,center_2021_04_25_11_32_52_781.jpg,left_2021_04_25_11_32_52_781.jpg,right_2021_04_25_11_32_52_781.jpg,0.0,1.0,0.0,30.18957
97,center_2021_04_25_11_32_52_861.jpg,left_2021_04_25_11_32_52_861.jpg,right_2021_04_25_11_32_52_861.jpg,-0.2,1.0,0.0,30.18399
98,center_2021_04_25_11_32_52_943.jpg,left_2021_04_25_11_32_52_943.jpg,right_2021_04_25_11_32_52_943.jpg,-0.4,1.0,0.0,30.16122
99,center_2021_04_25_11_32_53_025.jpg,left_2021_04_25_11_32_53_025.jpg,right_2021_04_25_11_32_53_025.jpg,-0.6000001,1.0,0.0,30.135609999999996
100,center_2021_04_25_11_32_53_109.jpg,left_2021_04_25_11_32_53_109.jpg,right_2021_04_25_11_32_53_109.jpg,0.0,0.7497475,0.0,30.115270000000002
101,center_2021_04_25_11_32_53_186.jpg,left_2021_04_25_11_32_53_186.jpg,right_2021_04_25_11_32_53_186.jpg,0.0,0.5188795,0.0,30.06188
102,center_2021_04_25_11_32_53_257.jpg,left_2021_04_25_11_32_53_257.jpg,right_2021_04_25_11_32_53_257.jpg,0.0,0.3025498,0.0,30.00895
103,center_2021_04_25_11_32_53_340.jpg,left_2021_04_25_11_32_53_340.jpg,right_2021_04_25_11_32_53_340.jpg,0.0,0.05452034,0.0,29.839140000000004
104,center_2021_04_25_11_32_53_432.jpg,left_2021_04_25_11_32_53_432.jpg,right_2021_04_25_11_32_53_432.jpg,0.0,0.0,0.0,29.608909999999998
105,center_2021_04_25_11_32_53_513.jpg,left_2021_04_25_11_32_53_513.jpg,right_2021_04_25_11_32_53_513.jpg,0.0,0.0,0.0,29.36957
106,center_2021_04_25_11_32_53_594.jpg,left_2021_04_25_11_32_53_594.jpg,right_2021_04_25_11_32_53_594.jpg,0.0,0.0,0.0,29.13205
107,center_2021_04_25_11_32_53_674.jpg,left_2021_04_25_11_32_53_674.jpg,right_2021_04_25_11_32_53_674.jpg,0.0,0.0,0.0,28.89694
108,center_2021_04_25_11_32_53_755.jpg,left_2021_04_25_11_32_53_755.jpg,right_2021_04_25_11_32_53_755.jpg,0.0,0.0,0.0,28.6637
109,center_2021_04_25_11_32_53_835.jpg,left_2021_04_25_11_32_53_835.jpg,right_2021_04_25_11_32_53_835.jpg,0.25,0.0,0.0,28.343009999999996
110,center_2021_04_25_11_32_53_909.jpg,left_2021_04_25_11_32_53_909.jpg,right_2021_04_25_11_32_53_909.jpg,0.4,0.0,0.0,28.098390000000002
111,center_2021_04_25_11_32_53_985.jpg,left_2021_04_25_11_32_53_985.jpg,right_2021_04_25_11_32_53_985.jpg,0.0,0.0,0.0,27.85908
112,center_2021_04_25_11_32_54_060.jpg,left_2021_04_25_11_32_54_060.jpg,right_2021_04_25_11_32_54_060.jpg,0.0,0.0,0.0,27.6319
113,center_2021_04_25_11_32_54_137.jpg,left_2021_04_25_11_32_54_137.jpg,right_2021_04_25_11_32_54_137.jpg,0.0,0.0,0.0,27.4089
114,center_2021_04_25_11_32_54_210.jpg,left_2021_04_25_11_32_54_210.jpg,right_2021_04_25_11_32_54_210.jpg,0.0,0.0,0.0,27.243290000000002
115,center_2021_04_25_11_32_54_283.jpg,left_2021_04_25_11_32_54_283.jpg,right_2021_04_25_11_32_54_283.jpg,0.0,0.0,0.0,27.024240000000002
116,center_2021_04_25_11_32_54_359.jpg,left_2021_04_25_11_32_54_359.jpg,right_2021_04_25_11_32_54_359.jpg,0.0,0.2290422,0.0,26.9956
117,center_2021_04_25_11_32_54_442.jpg,left_2021_04_25_11_32_54_442.jpg,right_2021_04_25_11_32_54_442.jpg,-0.2,0.4753638,0.0,27.18392
118,center_2021_04_25_11_32_54_513.jpg,left_2021_04_25_11_32_54_513.jpg,right_2021_04_25_11_32_54_513.jpg,-0.35,0.6897627,0.0,27.41599
119,center_2021_04_25_11_32_54_584.jpg,left_2021_04_25_11_32_54_584.jpg,right_2021_04_25_11_32_54_584.jpg,0.0,0.9043251,0.0,28.03645
120,center_2021_04_25_11_32_54_660.jpg,left_2021_04_25_11_32_54_660.jpg,right_2021_04_25_11_32_54_660.jpg,0.0,1.0,0.0,28.76009
121,center_2021_04_25_11_32_54_732.jpg,left_2021_04_25_11_32_54_732.jpg,right_2021_04_25_11_32_54_732.jpg,0.0,1.0,0.0,29.31307
122,center_2021_04_25_11_32_54_808.jpg,left_2021_04_25_11_32_54_808.jpg,right_2021_04_25_11_32_54_808.jpg,0.0,1.0,0.0,30.04601
123,center_2021_04_25_11_32_54_884.jpg,left_2021_04_25_11_32_54_884.jpg,right_2021_04_25_11_32_54_884.jpg,0.0,1.0,0.0,30.19083
124,center_2021_04_25_11_32_54_954.jpg,left_2021_04_25_11_32_54_954.jpg,right_2021_04_25_11_32_54_954.jpg,-0.15,1.0,0.0,30.184620000000002
125,center_2021_04_25_11_32_55_029.jpg,left_2021_04_25_11_32_55_029.jpg,right_2021_04_25_11_32_55_029.jpg,0.0,1.0,0.0,30.190640000000002
126,center_2021_04_25_11_32_55_105.jpg,left_2021_04_25_11_32_55_105.jpg,right_2021_04_25_11_32_55_105.jpg,0.0,1.0,0.0,30.190590000000004
127,center_2021_04_25_11_32_55_176.jpg,left_2021_04_25_11_32_55_176.jpg,right_2021_04_25_11_32_55_176.jpg,0.0,1.0,0.0,30.190379999999998
128,center_2021_04_25_11_32_55_251.jpg,left_2021_04_25_11_32_55_251.jpg,right_2021_04_25_11_32_55_251.jpg,0.0,1.0,0.0,30.19027
129,center_2021_04_25_11_32_55_324.jpg,left_2021_04_25_11_32_55_324.jpg,right_2021_04_25_11_32_55_324.jpg,-0.2,1.0,0.0,30.179940000000002
130,center_2021_04_25_11_32_55_394.jpg,left_2021_04_25_11_32_55_394.jpg,right_2021_04_25_11_32_55_394.jpg,-0.35,1.0,0.0,30.16442
131,center_2021_04_25_11_32_55_469.jpg,left_2021_04_25_11_32_55_469.jpg,right_2021_04_25_11_32_55_469.jpg,-0.5500001,1.0,0.0,30.1391
132,center_2021_04_25_11_32_55_542.jpg,left_2021_04_25_11_32_55_542.jpg,right_2021_04_25_11_32_55_542.jpg,0.0,1.0,0.0,30.18657
133,center_2021_04_25_11_32_55_617.jpg,left_2021_04_25_11_32_55_617.jpg,right_2021_04_25_11_32_55_617.jpg,0.0,1.0,0.0,30.18961
134,center_2021_04_25_11_32_55_690.jpg,left_2021_04_25_11_32_55_690.jpg,right_2021_04_25_11_32_55_690.jpg,0.0,1.0,0.0,30.1901
135,center_2021_04_25_11_32_55_762.jpg,left_2021_04_25_11_32_55_762.jpg,right_2021_04_25_11_32_55_762.jpg,0.0,1.0,0.0,30.19027
136,center_2021_04_25_11_32_55_840.jpg,left_2021_04_25_11_32_55_840.jpg,right_2021_04_25_11_32_55_840.jpg,-0.2,1.0,0.0,30.18115
137,center_2021_04_25_11_32_55_921.jpg,left_2021_04_25_11_32_55_921.jpg,right_2021_04_25_11_32_55_921.jpg,0.0,1.0,0.0,30.190279999999998
138,center_2021_04_25_11_32_55_997.jpg,left_2021_04_25_11_32_55_997.jpg,right_2021_04_25_11_32_55_997.jpg,0.0,1.0,0.0,30.19027
139,center_2021_04_25_11_32_56_075.jpg,left_2021_04_25_11_32_56_075.jpg,right_2021_04_25_11_32_56_075.jpg,0.0,1.0,0.0,30.19027
140,center_2021_04_25_11_32_56_148.jpg,left_2021_04_25_11_32_56_148.jpg,right_2021_04_25_11_32_56_148.jpg,0.0,1.0,0.0,30.1903
141,center_2021_04_25_11_32_56_223.jpg,left_2021_04_25_11_32_56_223.jpg,right_2021_04_25_11_32_56_223.jpg,0.0,1.0,0.0,30.190309999999997
142,center_2021_04_25_11_32_56_307.jpg,left_2021_04_25_11_32_56_307.jpg,right_2021_04_25_11_32_56_307.jpg,0.0,1.0,0.0,30.1903
143,center_2021_04_25_11_32_56_397.jpg,left_2021_04_25_11_32_56_397.jpg,right_2021_04_25_11_32_56_397.jpg,-0.25,1.0,0.0,30.17485
144,center_2021_04_25_11_32_56_473.jpg,left_2021_04_25_11_32_56_473.jpg,right_2021_04_25_11_32_56_473.jpg,-0.4,1.0,0.0,30.15747
145,center_2021_04_25_11_32_56_550.jpg,left_2021_04_25_11_32_56_550.jpg,right_2021_04_25_11_32_56_550.jpg,-0.6000001,1.0,0.0,30.1331
146,center_2021_04_25_11_32_56_628.jpg,left_2021_04_25_11_32_56_628.jpg,right_2021_04_25_11_32_56_628.jpg,-0.8000001,1.0,0.0,30.109690000000004
147,center_2021_04_25_11_32_56_714.jpg,left_2021_04_25_11_32_56_714.jpg,right_2021_04_25_11_32_56_714.jpg,0.0,1.0,0.0,30.17938
148,center_2021_04_25_11_32_56_799.jpg,left_2021_04_25_11_32_56_799.jpg,right_2021_04_25_11_32_56_799.jpg,0.0,1.0,0.0,30.188909999999996
149,center_2021_04_25_11_32_56_878.jpg,left_2021_04_25_11_32_56_878.jpg,right_2021_04_25_11_32_56_878.jpg,0.0,1.0,0.0,30.190109999999997
150,center_2021_04_25_11_32_56_951.jpg,left_2021_04_25_11_32_56_951.jpg,right_2021_04_25_11_32_56_951.jpg,0.0,1.0,0.0,30.19026
151,center_2021_04_25_11_32_57_031.jpg,left_2021_04_25_11_32_57_031.jpg,right_2021_04_25_11_32_57_031.jpg,0.0,1.0,0.0,30.1903
152,center_2021_04_25_11_32_57_109.jpg,left_2021_04_25_11_32_57_109.jpg,right_2021_04_25_11_32_57_109.jpg,0.0,1.0,0.0,30.19029
153,center_2021_04_25_11_32_57_191.jpg,left_2021_04_25_11_32_57_191.jpg,right_2021_04_25_11_32_57_191.jpg,0.0,1.0,0.0,30.19027
154,center_2021_04_25_11_32_57_263.jpg,left_2021_04_25_11_32_57_263.jpg,right_2021_04_25_11_32_57_263.jpg,0.0,1.0,0.0,30.1903
155,center_2021_04_25_11_32_57_337.jpg,left_2021_04_25_11_32_57_337.jpg,right_2021_04_25_11_32_57_337.jpg,0.0,1.0,0.0,30.190340000000003
156,center_2021_04_25_11_32_57_419.jpg,left_2021_04_25_11_32_57_419.jpg,right_2021_04_25_11_32_57_419.jpg,0.0,1.0,0.0,30.189790000000002
157,center_2021_04_25_11_32_57_502.jpg,left_2021_04_25_11_32_57_502.jpg,right_2021_04_25_11_32_57_502.jpg,0.2,1.0,0.0,30.180909999999997
158,center_2021_04_25_11_32_57_577.jpg,left_2021_04_25_11_32_57_577.jpg,right_2021_04_25_11_32_57_577.jpg,0.0,1.0,0.0,30.19073
159,center_2021_04_25_11_32_57_654.jpg,left_2021_04_25_11_32_57_654.jpg,right_2021_04_25_11_32_57_654.jpg,0.0,1.0,0.0,30.189659999999996
160,center_2021_04_25_11_32_57_734.jpg,left_2021_04_25_11_32_57_734.jpg,right_2021_04_25_11_32_57_734.jpg,0.0,1.0,0.0,30.190859999999997
161,center_2021_04_25_11_32_57_816.jpg,left_2021_04_25_11_32_57_816.jpg,right_2021_04_25_11_32_57_816.jpg,0.0,1.0,0.0,30.19039
162,center_2021_04_25_11_32_57_887.jpg,left_2021_04_25_11_32_57_887.jpg,right_2021_04_25_11_32_57_887.jpg,0.0,1.0,0.0,30.190340000000003
163,center_2021_04_25_11_32_57_971.jpg,left_2021_04_25_11_32_57_971.jpg,right_2021_04_25_11_32_57_971.jpg,0.0,1.0,0.0,30.19033
164,center_2021_04_25_11_32_58_052.jpg,left_2021_04_25_11_32_58_052.jpg,right_2021_04_25_11_32_58_052.jpg,0.0,1.0,0.0,30.19029
165,center_2021_04_25_11_32_58_136.jpg,left_2021_04_25_11_32_58_136.jpg,right_2021_04_25_11_32_58_136.jpg,-0.25,1.0,0.0,30.1743
